"Sample_ID","D10"
"Chip-12_539290","302"
"Chip-13_539291","256"
"Chip-13_539291","294"
"Chip-14_539292","264"
"Chip-14_539292","280"
"Chip-15_539293","284"
"Chip-16_539294","272"
"Chip-17_539295","284"
"Chip-17_539295","294"
"Chip-18_539296","276"
"Chip-18_539296","287"
"CHIP-19_539297","284"
"CHIP-19_539297","291"
"Chip-21_539299","284"
"Chip-21_539299","294"
"Chip6_539284.f","256"
"Chip6_539284.f","276"
"INHS-30476_539","272"
"INHS-30476_539","284"
"INHS-3531_5393","280"
"m-07-01_539301","264"
"m-07-01_539301","280"
"m-07-03_539303","260"
"m-07-03_539303","276"
"m-07-04_539304","284"
"m-07-05_539305","287"
"m-07-05_539305","294"
"m-07-06_539306","280"
"m-07-06_539306","298"
"MER2_539302.fs","256"
"MER2_539302.fs","280"
"Meramec-B_5393","260"
"Meramec-B_5393","284"
"MS1_539193.fsa","276"
"MS10_539202.fs","276"
"MS10_539202.fs","287"
"MS11_539203.fs","284"
"MS11_539203.fs","298"
"MS12_539204.fs","284"
"MS13_539205.fs","284"
"MS14_539206.fs","284"
"MS15_539207.fs","284"
"MS15_539207.fs","291"
"MS16_539208.fs","272"
"MS16_539208.fs","302"
"MS17_539209.fs","294"
"MS18_539210.fs","276"
"MS19_539211.fs","272"
"MS19_539211.fs","302"
"MS2_539194.fsa","276"
"MS2_539194.fsa","287"
"MS20_539212.fs","260"
"MS21_539213.fs","272"
"MS21_539213.fs","284"
"MS22_539214.fs","256"
"MS22_539214.fs","287"
"MS23_539215.fs","276"
"MS23_539215.fs","284"
"MS24_539216.fs","256"
"MS24_539216.fs","276"
"MS25_539217.fs","272"
"MS25_539217.fs","287"
"MS26_539218.fs","260"
"MS26_539218.fs","280"
"MS27_539219.fs","260"
"MS28_539220.fs","256"
"MS29_539221.fs","294"
"MS29_539221.fs","298"
"MS3_539195.fsa","276"
"MS3_539195.fsa","284"
"MS30_539222.fs","272"
"MS30_539222.fs","294"
"MS31_539223.fs","280"
"MS32_539224.fs","272"
"MS32_539224.fs","284"
"MS33_539225.fs","280"
"MS33_539225.fs","294"
"MS34_539226.fs","260"
"MS34_539226.fs","294"
"MS35_539227.fs","272"
"MS35_539227.fs","284"
"MS36_539228.fs","276"
"MS36_539228.fs","284"
"MS37_539229.fs","276"
"MS37_539229.fs","284"
"MS38_539230.fs","284"
"MS38_539230.fs","294"
"MS39_539231.fs","260"
"MS39_539231.fs","272"
"MS4_539196.fsa","272"
"MS4_539196.fsa","280"
"MS40_539232.fs","284"
"MS41_539233.fs","280"
"MS41_539233.fs","298"
"MS42_539234.fs","276"
"MS42_539234.fs","284"
"MS43_539235.fs","276"
"MS43_539235.fs","294"
"MS44_539236.fs","260"
"MS44_539236.fs","287"
"MS5_539197.fsa","256"
"MS5_539197.fsa","280"
"MS6_539198.fsa","280"
"MS6_539198.fsa","284"
"MS7_539199.fsa","268"
"MS7_539199.fsa","298"
"MS8_539200.fsa","260"
"MS8_539200.fsa","294"
"MS9_539201.fsa","276"
"MS9_539201.fsa","294"
"Oil-City-A_539","280"
"Oil-City-A_539","298"
"Oil-City-B-_53","272"
"Oil-City-B-_53","291"
"PBH-1A_539237.","256"
"PBH-1A_539237.","268"
"PBH-2A_539238.","242"
"PBH-3A_539239.","242"
"PBH-4A_539240.","276"
"PBH-5A_539241.","260"
"PBH-5A_539241.","294"
"Pcyph-TN-1_539","284"
"Pcyph-TN-1_539","294"
"PMC-1_539242.f","280"
"PMC-1_539242.f","294"
"PMC-10_539251.","260"
"PMC-10_539251.","280"
"PMC-2_539243.f","260"
"PMC-2_539243.f","276"
"PMC-3_539244.f","264"
"PMC-3_539244.f","280"
"PMC-4_539245.f","260"
"PMC-4_539245.f","294"
"PMC-6_539247.f","272"
"PMC-6_539247.f","294"
"PMC-7_539248.f","276"
"PMC-7_539248.f","294"
"PMC-8_539249.f","260"
"PMC-8_539249.f","280"
"PMC-9_539250.f","276"
"PMX-1_539252.f","280"
"PMX-1_539252.f","294"
"PMX-2_539253.f","260"
"PMX-2_539253.f","287"
"PMX-3_539254.f","280"
"PMX-3_539254.f","294"
"PMX-4_539255.f","256"
"PMX-4_539255.f","284"
"PMX-5_539256.f","276"
"PMX-5_539256.f","280"
"TIPP4_539319.f","252"
"TIPP4_539319.f","260"
"TIPP6_539320.f","287"
"TIPP6_539320.f","291"
"TN2_539317.fsa","298"
"TN2_539317.fsa","302"
"TN8_539318.fsa","272"
"TN8_539318.fsa","291"
"UAUC3157_53932","284"
"UAUC3157_53932","302"
"WI92_539343.fs","280"
"WI93_539344.fs","260"
"WI93_539344.fs","276"
"WI94_539345.fs","284"
"WI95_539346.fs","287"
"WI95_539346.fs","294"
"WV1_539347.fsa","272"
"WV1_539347.fsa","287"
