"Sample_ID","D113"
"Chip-16_538817","300"
"Chip-17_538818","293"
"Chip-17_538818","380"
"Chip-18_538819","296"
"Chip-18_538819","376"
"CHIP-19_538820","296"
"CHIP-19_538820","300"
"Chip-20_538821","296"
"Chip-21_538822","293"
"Chip-21_538822","296"
"Chip6_538807.f","300"
"Chip6_538807.f","321"
"INHS-16244_538","296"
"INHS-25558_538","296"
"INHS-30476_538","296"
"INHS-30476_538","317"
"INHS-3531_5411","277"
"INHS-6271_5388","277"
"INHS-9470_5388","296"
"m-07-01_538825","309"
"m-07-01_538825","437"
"m-07-03_538827","304"
"m-07-03_538827","313"
"m-07-04_538828","304"
"m-07-04_538828","440"
"m-07-05_538829","376"
"m-07-06_538830","277"
"m-07-06_538830","337"
"m-07-07_541186","317"
"m-07-07_541186","325"
"MER2_538826.fs","274"
"MER2_538826.fs","428"
"Meramec-A_5388","399"
"Meramec-B_5388","407"
"MS1_538428.fsa","300"
"MS10_538437.fs","296"
"MS11_538438.fs","296"
"MS11_538438.fs","391"
"MS12_538439.fs","293"
"MS12_538439.fs","296"
"MS13_538440.fs","296"
"MS14_538441.fs","300"
"MS15_538442.fs","296"
"MS15_538442.fs","300"
"MS16_538443.fs","296"
"MS17_538444.fs","296"
"MS17_538444.fs","300"
"MS18_538445.fs","296"
"MS19_538446.fs","293"
"MS19_538446.fs","296"
"MS2_538429.fsa","296"
"MS2_538429.fsa","300"
"MS20_538447.fs","296"
"MS20_538447.fs","300"
"MS21_538448.fs","296"
"MS21_538448.fs","300"
"MS22_538449.fs","296"
"MS22_538449.fs","321"
"MS23_538450.fs","296"
"MS24_538451.fs","293"
"MS24_538451.fs","296"
"MS25_538452.fs","296"
"MS25_538452.fs","300"
"MS26_538453.fs","300"
"MS27_538454.fs","296"
"MS28_538455.fs","296"
"MS28_538455.fs","317"
"MS29_538456.fs","296"
"MS29_538456.fs","300"
"MS3_538430.fsa","296"
"MS30_538457.fs","296"
"MS30_538457.fs","395"
"MS31_538458.fs","296"
"MS32_538459.fs","296"
"MS33_538460.fs","296"
"MS33_538460.fs","313"
"MS33_538844.fs","296"
"MS33_538844.fs","313"
"MS34_538461.fs","296"
"MS34_538461.fs","300"
"MS34_538845.fs","296"
"MS34_538845.fs","300"
"MS35_538462.fs","296"
"MS35_538846.fs","296"
"MS36_538751.fs","293"
"MS36_538751.fs","296"
"MS37_538752.fs","296"
"MS37_538752.fs","304"
"MS38_538753.fs","296"
"MS38_538753.fs","300"
"MS39_538754.fs","296"
"MS39_538754.fs","300"
"MS4_538431.fsa","296"
"MS40_538755.fs","296"
"MS40_538755.fs","300"
"MS41_538756.fs","304"
"MS41_538756.fs","510"
"MS42_538757.fs","296"
"MS43_538758.fs","296"
"MS44_538759.fs","293"
"MS44_538759.fs","296"
"MS5_538432.fsa","296"
"MS6_538433.fsa","296"
"MS7_538434.fsa","296"
"MS7_538434.fsa","300"
"MS8_538435.fsa","296"
"MS9_538436.fsa","296"
"Oil-City-A_538","325"
"Oil-City-B-_53","293"
"PBH-3A_541183.","321"
"PBH-4A_538763.","277"
"PBH-4A_538763.","342"
"PBH-5A_538764.","321"
"PBH-5A_538764.","428"
"Pcyph-TN-1_538","296"
"Pcyph-TN-1_538","317"
"PMC-1_538765.f","380"
"PMC-1_538765.f","403"
"PMC-10_538774.","380"
"PMC-2_538766.f","321"
"PMC-3_538767.f","346"
"PMC-4_538768.f","296"
"PMC-4_538768.f","368"
"PMC-5_538769.f","304"
"PMC-5_538769.f","329"
"PMC-6_538770.f","325"
"PMC-7_538771.f","403"
"PMC-8_538772.f","321"
"PMC-9_538773.f","317"
"PMX-1_538775.f","317"
"PMX-2_538776.f","411"
"PMX-2_538776.f","416"
"PMX-3_538777.f","368"
"PMX-3_538777.f","514"
"PMX-4_538778.f","368"
"PMX-4_538778.f","484"
"PMX-5_538779.f","296"
"PMX-5_538779.f","309"
"TIPP4_538843.f","274"
"TIPP4_538843.f","449"
"TIPP4_538849.f","274"
"TIPP4_538849.f","449"
"TIPP6_538850.f","289"
"TIPP6_538850.f","346"
"TN2_538841.fsa","277"
"TN2_538841.fsa","437"
"TN2_538847.fsa","277"
"TN2_538847.fsa","437"
"TN8_538842.fsa","274"
"TN8_538842.fsa","285"
"TN8_538848.fsa","274"
"TN8_538848.fsa","285"
"UAUC3157_53885","460"
"UAUC3157_53885","492"
"WI92_538873.fs","300"
"WI93_538874.fs","296"
"WI93_538874.fs","300"
"WI94_538875.fs","289"
"WI94_538875.fs","300"
"WI95_538876.fs","296"
"WI95_538876.fs","300"
"WV1_538877.fsa","277"
