"Sample_ID","C6"
"C024_537404.fs","218"
"C033_537403.fs","218"
"C033_537403.fs","243"
"C041_537402.fs","209"
"C041_537402.fs","222"
"C219_537401.fs","204"
"C219_537401.fs","222"
"Chip-01_537363","213"
"Chip-01_537363","218"
"Chip-02_537364","213"
"Chip-02_537364","222"
"Chip-03_537365","213"
"Chip-03_537365","226"
"Chip-04_537366","213"
"Chip-04_537366","222"
"Chip-05_540950","222"
"Chip-05_540950","226"
"Chip-07_537368","218"
"Chip-07_537368","222"
"Chip-08_537369","218"
"Chip-08_537369","226"
"Chip-09_537370","213"
"Chip-09_537370","222"
"Chip-10_537371","213"
"Chip-10_537371","222"
"Chip-11_537372","218"
"Chip-11_537372","222"
"Chip-12_537373","222"
"Chip-13_537374","218"
"Chip-14_537375","213"
"Chip-15_537376","213"
"Chip-15_537376","226"
"Chip-16_537377","209"
"Chip-16_537377","226"
"Chip-17_537378","222"
"Chip-18_537379","213"
"Chip-18_537379","218"
"CHIP-19_540949","222"
"CHIP-19_540949","226"
"Chip-20_537380","209"
"Chip-20_537380","218"
"Chip-21_537381","209"
"Chip-21_537381","218"
"Chip19_537427_","222"
"Chip19_537427_","226"
"Chip6_536142.f","213"
"Chip6_536142.f","222"
"INHS-14795_540","226"
"INHS-16244_537","204"
"INHS-16244_540","222"
"INHS-22893_537","209"
"INHS-22893_537","226"
"INHS-25558_537","213"
"INHS-30476_537","218"
"INHS-30476_537","222"
"INHS-3531_5374","204"
"INHS-3531_5374","226"
"INHS-6271_5373","204"
"INHS-6271_5373","226"
"INHS-9470_5373","204"
"INHS-9470_5373","226"
"m-07-01_537384","218"
"m-07-03_537385","222"
"m-07-03_537385","235"
"m-07-04_537386","218"
"m-07-04_537386","222"
"m-07-05_537387","218"
"m-07-05_537387","247"
"m-07-05_540951","218"
"m-07-05_540951","226"
"m-07-06_537388","230"
"m-07-07_537389","213"
"m-07-07_537389","222"
"m-07-07_540952","213"
"m-07-07_540952","222"
"MER4_536141.fs","222"
"Meramec-A_5373","218"
"Meramec-B_5373","222"
"MS1_536077.fsa","209"
"MS1_536077.fsa","243"
"MS10_536086.fs","209"
"MS10_536086.fs","222"
"MS11_536087.fs","200"
"MS11_536087.fs","218"
"MS12_536088.fs","213"
"MS12_536088.fs","226"
"MS13_536089.fs","218"
"MS14_536090.fs","204"
"MS14_536090.fs","222"
"MS15_536091.fs","204"
"MS15_536091.fs","226"
"MS16_536092.fs","213"
"MS16_536092.fs","218"
"MS17_536093.fs","204"
"MS17_536093.fs","218"
"MS18_536094.fs","213"
"MS19_536095.fs","218"
"MS19_536095.fs","239"
"MS2_536078.fsa","204"
"MS20_536096.fs","204"
"MS20_536096.fs","213"
"MS21_536097.fs","218"
"MS21_536097.fs","222"
"MS22_536098.fs","209"
"MS22_536098.fs","222"
"MS23_536099.fs","213"
"MS23_536099.fs","218"
"MS24_536100.fs","213"
"MS24_536100.fs","218"
"MS25_536101.fs","213"
"MS25_536101.fs","218"
"MS26_536102.fs","204"
"MS26_536102.fs","218"
"MS27_536103.fs","213"
"MS27_536103.fs","222"
"MS28_536104.fs","213"
"MS29_536105.fs","209"
"MS29_536105.fs","222"
"MS3_536079.fsa","209"
"MS3_536079.fsa","213"
"MS30_536106.fs","213"
"MS30_536106.fs","218"
"MS31_536107.fs","222"
"MS32_536108.fs","200"
"MS32_536108.fs","222"
"MS33_536109.fs","213"
"MS33_536109.fs","218"
"MS34_536110.fs","204"
"MS34_536110.fs","218"
"MS35_536111.fs","196"
"MS35_536111.fs","222"
"MS36_536112.fs","218"
"MS37_536113.fs","209"
"MS37_536113.fs","226"
"MS38_536114.fs","222"
"MS38_536114.fs","226"
"MS39_536115.fs","218"
"MS39_536115.fs","226"
"MS4_536080.fsa","218"
"MS4_536080.fsa","249"
"MS40_536116.fs","213"
"MS40_536116.fs","226"
"MS41_536117.fs","213"
"MS41_536117.fs","252"
"MS42_536118.fs","213"
"MS42_536118.fs","235"
"MS43_536119.fs","213"
"MS43_536119.fs","222"
"MS44_536120.fs","192"
"MS44_536120.fs","204"
"MS5_536081.fsa","204"
"MS5_536081.fsa","218"
"MS6_536082.fsa","204"
"MS6_536082.fsa","218"
"MS7_536083.fsa","213"
"MS7_536083.fsa","218"
"MS8_536084.fsa","213"
"MS8_536084.fsa","218"
"MS9_536085.fsa","218"
"MS9_536085.fsa","255"
"Oil-City-A_537","204"
"Oil-City-B-_53","204"
"Oil-City-B-_53","226"
"PBH-1A_536121.","176"
"PBH-2A_536122.","176"
"PBH-3A_536123.","176"
"PBH-4A_536124.","222"
"PBH-4A_536124.","230"
"PBH-5A_536125.","209"
"Pcyph-TN-1_537","218"
"Pcyph-TN-1_537","239"
"Pcyph-TN-2_537","188"
"Pcyph-TN-2_537","230"
"PMC-1_536126.f","213"
"PMC-1_536126.f","222"
"PMC-10_536135.","218"
"PMC-2_536127.f","213"
"PMC-2_536127.f","218"
"PMC-3_536128.f","222"
"PMC-3_536128.f","226"
"PMC-4_536129.f","209"
"PMC-4_536129.f","249"
"PMC-5_536130.f","213"
"PMC-5_536130.f","222"
"PMC-6_536131.f","213"
"PMC-6_536131.f","218"
"PMC-7_536132.f","226"
"PMC-8_536133.f","222"
"PMC-8_536133.f","226"
"PMC-9_536134.f","213"
"PMC-9_536134.f","226"
"PMX-1_536136.f","209"
"PMX-1_536136.f","222"
"PMX-2_536137.f","218"
"PMX-2_536137.f","222"
"PMX-3_536138.f","213"
"PMX-3_536138.f","235"
"PMX-4_536139.f","218"
"PMX-5_536140.f","222"
"PMX-5_536140.f","226"
"TIPP5_536144.f","209"
"TIPP5_536144.f","226"
"TIPP7_536145.f","213"
"TIPP7_536145.f","222"
"TN7_536146.fsa","204"
"TN7_536146.fsa","209"
"UAUC3157_53740","209"
"UAUC3157_53740","213"
"WI92_537422.fs","218"
"WI93_537423.fs","209"
"WI93_537423.fs","222"
"WI94_537424.fs","204"
"WI94_537424.fs","222"
"WI95_537425.fs","218"
"WV1_536150.fsa","226"
"WV1_536150.fsa","235"
