"Sample_ID","D119"
"Chip-01_539435","318"
"Chip-02_539436","306"
"Chip-02_539436","318"
"Chip-03_539437","302"
"Chip-03_539437","310"
"Chip-04_539438","310"
"Chip-04_539438","318"
"Chip-05_539439","302"
"Chip-05_539439","327"
"Chip-07_539441","298"
"Chip-07_539441","302"
"Chip-08_539442","306"
"Chip-09_539443","291"
"Chip-09_539443","327"
"Chip-10_539444","302"
"Chip-10_539444","306"
"Chip-11_539445","298"
"Chip-11_539445","302"
"Chip-12_539446","298"
"Chip-13_539447","298"
"Chip-13_539447","302"
"Chip-14_539448","310"
"Chip-14_539448","327"
"Chip-15_539449","287"
"Chip-15_539449","302"
"Chip-16_539450","302"
"Chip-16_539450","306"
"Chip-17_539451","306"
"Chip-17_539451","327"
"Chip-18_539452","287"
"Chip-18_539452","302"
"CHIP-19_539453","302"
"CHIP-19_539453","310"
"Chip-20_539454","306"
"Chip-21_539455","302"
"Chip-21_539455","327"
"Chip6_539440.f","298"
"Chip6_539440.f","302"
"INHS-30476_539","298"
"INHS-30476_539","302"
"m-07-01_539457","302"
"m-07-01_539457","314"
"m-07-03_539459","302"
"m-07-03_539459","306"
"m-07-04_539460","298"
"m-07-04_539460","310"
"m-07-05_539461","302"
"m-07-05_539461","306"
"m-07-06_539462","298"
"m-07-06_539462","306"
"MER2_539458.fs","298"
"MER2_539458.fs","302"
"Meramec-B_5394","302"
"Meramec-B_5394","323"
"MS1_539349.fsa","306"
"MS1_539349.fsa","323"
"MS10_539358.fs","291"
"MS10_539358.fs","302"
"MS11_539359.fs","298"
"MS11_539359.fs","306"
"MS12_539360.fs","310"
"MS12_539360.fs","314"
"MS13_539361.fs","302"
"MS13_539361.fs","306"
"MS14_539362.fs","318"
"MS14_539362.fs","340"
"MS15_539363.fs","302"
"MS15_539363.fs","327"
"MS16_539364.fs","302"
"MS16_539364.fs","314"
"MS17_539365.fs","294"
"MS17_539365.fs","310"
"MS18_539366.fs","302"
"MS19_539367.fs","298"
"MS19_539367.fs","302"
"MS2_539350.fsa","306"
"MS2_539350.fsa","327"
"MS20_539368.fs","306"
"MS21_539369.fs","302"
"MS21_539369.fs","310"
"MS22_539370.fs","298"
"MS22_539370.fs","314"
"MS23_539371.fs","310"
"MS24_539372.fs","302"
"MS24_539372.fs","323"
"MS25_539373.fs","310"
"MS26_539374.fs","291"
"MS26_539374.fs","302"
"MS27_539375.fs","298"
"MS27_539375.fs","302"
"MS28_539376.fs","298"
"MS28_539376.fs","310"
"MS29_539377.fs","310"
"MS3_539351.fsa","302"
"MS3_539351.fsa","310"
"MS30_539378.fs","291"
"MS30_539378.fs","310"
"MS31_539379.fs","294"
"MS31_539379.fs","314"
"MS32_539380.fs","298"
"MS32_539380.fs","310"
"MS33_539381.fs","302"
"MS34_539382.fs","302"
"MS34_539382.fs","318"
"MS35_539383.fs","287"
"MS35_539383.fs","298"
"MS36_539384.fs","302"
"MS36_539384.fs","310"
"MS37_539385.fs","302"
"MS37_539385.fs","306"
"MS38_539386.fs","298"
"MS38_539386.fs","302"
"MS39_539387.fs","306"
"MS39_539387.fs","310"
"MS4_539352.fsa","294"
"MS4_539352.fsa","302"
"MS40_539388.fs","310"
"MS40_539388.fs","314"
"MS41_539389.fs","302"
"MS41_539389.fs","310"
"MS42_539390.fs","302"
"MS43_539391.fs","298"
"MS43_539391.fs","310"
"MS44_539392.fs","306"
"MS44_539392.fs","310"
"MS5_539353.fsa","302"
"MS5_539353.fsa","314"
"MS6_539354.fsa","298"
"MS6_539354.fsa","310"
"MS7_539355.fsa","302"
"MS7_539355.fsa","310"
"MS8_539356.fsa","302"
"MS8_539356.fsa","323"
"MS9_539357.fsa","298"
"MS9_539357.fsa","302"
"Oil-City-A_539","294"
"Oil-City-A_539","327"
"Oil-City-B-_53","298"
"Oil-City-B-_53","302"
"PBH-1A_539393.","332"
"PBH-2A_539394.","294"
"PBH-2A_539394.","298"
"PBH-3A_539395.","314"
"PBH-3A_539395.","337"
"PBH-4A_539396.","298"
"PBH-4A_539396.","310"
"PBH-5A_539397.","298"
"PBH-5A_539397.","306"
"Pcyph-TN-1_539","294"
"Pcyph-TN-1_539","310"
"PMC-1_539398.f","306"
"PMC-1_539398.f","318"
"PMC-10_539407.","306"
"PMC-10_539407.","310"
"PMC-2_539399.f","306"
"PMC-3_539400.f","287"
"PMC-3_539400.f","314"
"PMC-4_539401.f","302"
"PMC-4_539401.f","314"
"PMC-5_539402.f","298"
"PMC-5_539402.f","306"
"PMC-6_539403.f","298"
"PMC-6_539403.f","302"
"PMC-7_539404.f","306"
"PMC-7_539404.f","310"
"PMC-8_539405.f","298"
"PMC-9_539406.f","298"
"PMC-9_539406.f","302"
"PMX-1_539408.f","287"
"PMX-1_539408.f","310"
"PMX-2_539409.f","302"
"PMX-2_539409.f","310"
"PMX-3_539410.f","287"
"PMX-3_539410.f","302"
"PMX-4_539411.f","298"
"PMX-4_539411.f","302"
"PMX-5_539412.f","302"
"TIPP4_539475.f","287"
"TIPP4_539475.f","291"
"TIPP6_539476.f","291"
"TIPP6_539476.f","294"
"TN2_539473.fsa","291"
"TN2_539473.fsa","310"
"TN8_539474.fsa","294"
"TN8_539474.fsa","318"
"UAUC3157_53947","306"
"UAUC3157_53947","310"
"WI92_539499.fs","302"
"WI92_539499.fs","327"
"WI93_539500.fs","287"
"WI93_539500.fs","306"
"WI94_539501.fs","302"
"WI94_539501.fs","323"
"WI95_539502.fs","294"
"WI95_539502.fs","327"
"WV1_539503.fsa","306"
